Timestamp,Weight,Speed,Current,Voltage,MotorPower
0,6.0,0,0.0,6.0,0.0
0.1,6.0,0,0.0,8.9,0.0
0.2,6.0,0,0.0,10.4,0.0
0.3,6.0,0,0.0,11.2,0.0
0.4,6.0,0,0.0,11.6,0.0
0.5,6.0,0,0.0,11.7,0.0
0.6,6.0,0,0.0,11.8,0.0
0.7,6.0,0,0.0,11.9,0.0
0.8,6.0,0,0.0,11.9,0.0
0.9,6.0,0,0.0,11.9,0.0
1.0,0.0,0,0.0,11.9,0.0
1.1,0.0,0,0.0,11.9,0.0
1.2,0.0,0,0.0,11.9,0.0
1.3,0.0,0,0.0,11.9,0.0
1.4,0.0,0,0.0,11.9,0.0
1.5,0.0,0,0.0,11.9,0.0
1.6,0.0,0,0.0,11.9,0.0
1.7,0.0,0,0.0,11.9,0.0
1.8,0.0,0,0.0,11.9,0.0
1.9,0.0,0,0.0,11.9,0.0
2.0,0.0,0,0.0,11.9,0.0
2.1,0.0,0,0.0,11.9,0.0
2.2,0.0,0,0.0,11.9,0.0
2.3,0.0,0,0.0,11.9,0.0
2.4,0.0,0,0.0,11.9,0.0
2.5,0.0,0,0.0,11.9,0.0
2.6,0.0,0,0.0,11.9,0.0
2.7,0.0,0,0.0,11.9,0.0
2.8,0.0,0,0.0,11.9,0.0
2.9,0.0,0,0.0,11.9,0.0
3.0,0.0,0,0.0,11.9,0.0
3.1,0.0,0,0.0,11.9,0.0
3.2,0.0,0,0.0,11.9,0.0
3.3,0.0,0,0.0,11.9,0.0
3.4,0.0,0,0.0,11.9,0.0
3.5,0.0,0,0.0,11.9,0.0
3.6,0.0,0,0.0,11.9,11.0
3.7,0.0,0,0.1,11.9,11.0
3.8,0.0,0,0.1,11.9,11.0
3.9,0.0,0,0.2,11.9,11.0
4.0,0.0,0,0.2,11.9,11.0
4.1,0.0,0,0.2,11.9,11.0
4.2,0.0,0,0.2,11.9,11.0
4.3,0.0,0,0.2,11.9,11.0
4.4,0.0,131,0.2,11.9,11.0
4.5,0.0,0,0.2,11.9,11.0
4.6,1.0,273,0.2,11.9,11.0
4.7,3.0,542,0.1,11.9,11.0
4.8,5.0,704,0.1,11.9,11.0
4.9,9.0,749,0.1,11.9,11.0
5.0,11.0,818,0.1,11.9,11.0
5.1,12.0,842,0.1,11.9,11.0
5.2,13.0,878,0.1,11.9,11.0
5.3,15.0,907,0.1,11.9,11.0
5.4,16.0,920,0.1,11.9,11.0
5.5,17.0,941,0.1,11.9,11.0
5.6,18.0,955,0.1,11.9,11.0
5.7,18.0,965,0.1,11.9,11.0
5.8,19.0,973,0.1,11.9,11.0
5.9,19.0,975,0.1,11.9,11.0
6.0,19.0,977,0.1,11.9,11.0
6.1,20.0,979,0.1,11.9,11.0
6.2,19.0,981,0.1,11.9,11.0
6.3,20.0,982,0.1,11.9,11.0
